grid_id,latitude,longitude,population_value,source,reference_date,verification_status
POP-03344,41.25287,69.37462,1276,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03345,41.26283,69.39075,423,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03346,41.26134,69.37884,208,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03347,41.29523,69.39573,1731,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03348,41.30518,69.41187,800,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03349,41.3037,69.39995,1130,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03350,41.28972,69.41533,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03351,41.28824,69.40342,415,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03352,41.29819,69.41956,375,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03353,41.29671,69.40764,511,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03354,41.28379,69.36768,1782,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03355,41.29375,69.38381,449,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03356,41.29227,69.3719,1557,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03357,41.27829,69.38728,567,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03358,41.27681,69.37537,1364,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03359,41.28676,69.39151,1011,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03360,41.28528,69.37959,541,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03361,41.34201,69.45264,416,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03362,41.35196,69.46881,628,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03363,41.35048,69.45688,301,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03364,41.33649,69.47226,48,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03365,41.33502,69.46033,808,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03366,41.34496,69.47649,35,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03367,41.34349,69.46457,111,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03368,41.37737,69.48153,309,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03369,41.38731,69.49771,41,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03370,41.38584,69.48577,547,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03371,41.37184,69.50115,704,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03372,41.37037,69.48922,612,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03373,41.38031,69.5054,251,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03374,41.37884,69.49346,149,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03375,41.36595,69.45342,91,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03376,41.3759,69.46959,568,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03377,41.37442,69.45766,116,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03378,41.36043,69.47304,668,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03379,41.35895,69.46111,324,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03380,41.3689,69.47729,54,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03381,41.36743,69.46535,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03382,41.3409,69.50804,362,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03383,41.35084,69.52421,27,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03384,41.34937,69.51228,64,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03385,41.33537,69.52765,980,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03386,41.3339,69.51572,116,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03387,41.34384,69.53189,413,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03388,41.34237,69.51996,430,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03389,41.32949,69.47994,550,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03390,41.33943,69.49611,357,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03391,41.33796,69.48418,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03392,41.32396,69.49955,27,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03393,41.32249,69.48763,1507,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03394,41.33243,69.50379,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03395,41.33096,69.49187,481,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03396,41.36484,69.50884,139,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03397,41.37478,69.52502,325,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03398,41.37331,69.51309,189,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03399,41.35931,69.52846,183,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03400,41.36777,69.53271,573,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03401,41.36631,69.52077,70,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03402,41.35343,69.48073,59,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03403,41.36337,69.49691,286,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03404,41.3619,69.48498,415,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03405,41.3479,69.50035,142,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03406,41.34643,69.48842,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03407,41.3549,69.49266,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03408,41.33166,69.36917,1185,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03409,41.34162,69.38532,1679,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03410,41.34014,69.3734,979,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03411,41.32615,69.38879,335,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03412,41.32467,69.37687,1860,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03413,41.33463,69.39302,854,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03414,41.33315,69.3811,840,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03415,41.36704,69.398,1015,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03416,41.37699,69.41417,527,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03417,41.37551,69.40223,99,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03418,41.36152,69.41763,1202,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03419,41.36004,69.4057,1061,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03420,41.36999,69.42186,1851,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03421,41.36852,69.40993,1200,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03422,41.3556,69.36992,1828,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03423,41.36556,69.38608,1501,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03424,41.36407,69.37415,1788,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03425,41.35009,69.38955,1509,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03426,41.34861,69.37762,1071,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03427,41.35856,69.39378,1025,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03428,41.35708,69.38185,1623,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03429,41.33059,69.42456,1117,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03430,41.34054,69.44071,248,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03431,41.33906,69.42879,339,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03432,41.32507,69.44417,727,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03433,41.3236,69.43225,40,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03434,41.33354,69.44841,1418,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03435,41.33207,69.43648,610,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03436,41.31916,69.39649,243,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03437,41.32911,69.41264,1532,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03438,41.32763,69.40071,1195,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03439,41.31365,69.4161,342,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03440,41.31217,69.40418,286,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03441,41.32212,69.42033,202,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03442,41.32064,69.40841,61,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03443,41.35453,69.42533,613,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03444,41.36448,69.44149,815,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03445,41.363,69.42956,420,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03446,41.34901,69.44495,145,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03447,41.34753,69.43302,1025,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03448,41.35748,69.44919,577,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03449,41.356,69.43726,765,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03450,41.3431,69.39725,1137,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03451,41.35305,69.4134,81,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03452,41.35157,69.40147,997,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03453,41.33759,69.41687,1132,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03454,41.33611,69.40494,1299,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03455,41.34606,69.4211,114,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03456,41.34458,69.40917,104,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03457,41.23376,69.47678,35,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03458,41.2437,69.49292,48,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03459,41.24223,69.48101,686,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03460,41.22824,69.49636,752,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03461,41.22677,69.48445,101,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03462,41.2367,69.50059,1044,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03463,41.23523,69.48869,549,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03464,41.2691,69.50563,767,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03465,41.27903,69.52178,1036,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03466,41.27757,69.50987,901,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03467,41.2621,69.5133,569,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03468,41.27057,69.51754,744,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03469,41.25769,69.47757,370,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03470,41.26616,69.4818,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03471,41.2507,69.48525,1412,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03472,41.26063,69.50139,302,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03473,41.25916,69.48948,101,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03474,41.23264,69.53207,390,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03475,41.2411,69.53631,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03476,41.2271,69.55165,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03477,41.22564,69.53974,41,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03478,41.23557,69.55589,220,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03479,41.22124,69.50403,499,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03480,41.2297,69.50826,1261,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03481,41.21571,69.5236,461,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03482,41.21424,69.5117,321,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03483,41.22417,69.52784,332,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03484,41.22271,69.51593,339,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03485,41.25657,69.53289,464,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03486,41.2665,69.54904,402,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03487,41.25103,69.55247,243,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03488,41.24957,69.54056,555,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03489,41.2595,69.55671,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03490,41.25803,69.5448,972,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03491,41.24517,69.50483,385,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03492,41.2551,69.52098,169,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03493,41.25363,69.50906,555,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03494,41.23817,69.5125,1127,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03495,41.2481,69.52865,223,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03496,41.24664,69.51674,114,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03497,41.22344,69.39346,293,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03498,41.23338,69.40958,69,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03499,41.23191,69.39768,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03500,41.21792,69.41304,392,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03501,41.21645,69.40114,51,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03502,41.22639,69.41726,585,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03503,41.22491,69.40536,810,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03504,41.25879,69.42225,81,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03505,41.26874,69.43839,195,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03506,41.26726,69.42648,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03507,41.25327,69.44184,1349,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03508,41.2518,69.42993,1360,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03509,41.26174,69.44607,914,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03510,41.26027,69.43416,726,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03511,41.24736,69.39421,1076,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03512,41.25731,69.41034,988,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03513,41.25583,69.39844,1291,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03514,41.24185,69.4138,329,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03515,41.24037,69.4019,595,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03516,41.25032,69.41803,451,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03517,41.24884,69.40612,1362,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03518,41.22235,69.44874,162,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03519,41.23229,69.46487,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03520,41.23082,69.45297,919,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03521,41.21683,69.46832,22,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03522,41.2253,69.47255,205,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03523,41.21093,69.42072,36,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03524,41.2194,69.42494,41,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03525,41.21241,69.43262,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03526,41.24628,69.44952,21,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03527,41.25622,69.46566,202,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03528,41.25475,69.45375,129,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03529,41.24076,69.4691,107,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03530,41.23929,69.4572,362,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03531,41.24922,69.47334,526,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03532,41.23486,69.42148,258,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03533,41.24481,69.43761,411,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03534,41.24333,69.42571,167,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03535,41.22787,69.42916,45,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03536,41.23634,69.43339,45,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03537,41.29303,69.50643,514,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03538,41.30297,69.52259,960,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03539,41.3015,69.51067,225,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03540,41.2875,69.52603,740,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03541,41.28603,69.51411,739,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03542,41.29597,69.53027,63,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03543,41.2945,69.51835,357,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03544,41.32837,69.53533,567,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03545,41.3383,69.5515,124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03546,41.33683,69.53957,74,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03547,41.32283,69.55493,440,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03548,41.32137,69.543,562,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03549,41.32983,69.54725,79,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03550,41.31697,69.50723,1073,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03551,41.3269,69.5234,547,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03552,41.32543,69.51148,91,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03553,41.31143,69.52684,1656,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03554,41.30997,69.51491,1712,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03555,41.3199,69.53108,1458,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03556,41.31843,69.51916,1646,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03557,41.29189,69.56178,258,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03558,41.30182,69.57795,937,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03559,41.30036,69.56603,1225,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03560,41.29482,69.58562,35,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03561,41.29335,69.5737,266,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03562,41.2805,69.5337,524,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03563,41.29043,69.54986,180,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03564,41.28896,69.53794,552,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03565,41.27496,69.55329,263,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03566,41.2735,69.54137,56,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03567,41.28343,69.55753,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03568,41.28196,69.54562,403,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03569,41.31583,69.56261,784,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03570,41.32575,69.57878,135,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03571,41.32429,69.56686,486,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03572,41.31029,69.5822,1106,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03573,41.30882,69.57028,1813,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03574,41.31875,69.58646,30,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03575,41.31729,69.57453,380,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03576,41.30443,69.53451,975,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03577,41.31436,69.55068,175,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03578,41.3129,69.53876,1709,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03579,41.2989,69.55411,260,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03580,41.29743,69.54219,818,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03581,41.30736,69.55836,1684,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03582,41.3059,69.54643,1263,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03583,41.28272,69.42302,939,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03584,41.29267,69.43916,208,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03585,41.29119,69.42725,167,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03586,41.2772,69.44262,707,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03587,41.27573,69.43071,159,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03588,41.28567,69.44685,658,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03589,41.2842,69.43493,132,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03590,41.31808,69.45186,691,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03591,41.32802,69.46802,177,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03592,41.32655,69.45609,335,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03593,41.31255,69.47147,640,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03594,41.31108,69.45955,220,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03595,41.32102,69.4757,768,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03596,41.31955,69.46378,1032,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-03597,41.30666,69.42379,859,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
